51|2489
14|2147
53|2078
25|9349
85|5832
18|7092
100|6146
86|1742
68|9343
40|8489
65|1967
92|681
92|5483
53|4214
89|4558
2|5381
86|3970
39|2899
55|637
15|2115
90|5023
71|6975
28|876
51|4393
58|2724
56|2939
12|5051
97|8385
41|9741
22|8538
58|3771
42|2505
34|4656
72|68
50|5744
46|5642
82|1034
8|5928
21|1863
20|7305
10|9958
57|164
76|1105
58|9192
27|6174
79|729
69|2871
88|6936
63|3872
71|3480
63|9868
71|7939
12|3778
85|4223
43|8161
91|2830
49|204
31|4966
91|4425
87|2016
32|9718
2|9979
56|2650
61|2755
67|2007
38|6356
39|6243
22|3519
95|619
2|2648
5|79
61|7116
74|6703
77|1529
30|8296
68|6734
5|9112
19|817
68|562
37|6825
69|4198
86|1826
81|434
18|9824
38|4383
65|1642
95|101
47|888
13|7672
29|4601
99|8425
94|9327
64|8646
9|6067
55|8756
11|3192
14|3176
55|8312
85|1038
1|454
54|9009
38|8551
15|5154
24|7935
42|699
93|5588
45|6666
84|3964
30|2297
76|3995
12|817
45|5203
100|2996
72|1688
42|3762
13|1207
26|7423
88|3719
51|2489
32|712
12|3459
50|8981
74|3463
78|1383
9|6959
5|3955
63|1994
59|5961
76|110
43|1686
62|2258
94|9181
33|2604
79|3304
33|8335
25|1
21|8669
83|6566
24|1411
17|8273
94|406
64|7153
48|75
76|3047
13|98
77|1435
51|5535
38|8015
11|6881
43|1764
83|5103
85|2500
39|1082
90|666
17|8186
34|266
10|7446
14|7480
97|2173
9|6551
22|4874
62|1262
72|7609
20|9841
39|9610
90|2812
84|569
86|7781
73|646
59|7929
2|9233
8|2712
61|2725
68|4772
68|316
92|6982
14|8682
86|7095
96|3602
81|5091
71|7796
48|1906
99|6716
70|9070
1|9576
8|6736
70|6051
81|5458
56|1793
32|1771
61|6947
3|7588
3|1726
88|9977
34|5937
94|8607
100|8494
11|8637
38|1759
89|8386
60|4915
23|2374
57|7974
4|5252
1|4406
14|8833
11|539
20|63
37|73
94|3079
27|8240
94|7358
50|3887
11|8044
99|473
10|3225
69|7669
22|5916
59|9677
50|8319
52|262
8|3308
25|7436
58|8667
68|2401
8|6909
16|74
36|1354
51|3732
91|6134
74|8459
90|1026
50|8184
70|7128
28|6560
54|2943
25|4652
48|3715
41|9467
39|3586
9|3366
4|5970
11|6521
68|2865
92|2956
76|7291
71|7107
75|7528
91|1040
93|4030
22|574
8|4408
6|9522
20|155
78|9034
61|7415
42|4604
95|1582
31|8356
75|3435
67|2485
85|4350
81|1631
100|6464
90|7995
10|6442
37|7809
11|5895
74|5567
45|6452
99|9940
87|7038
19|7751
44|8531
40|5686
81|2282
96|510
50|2465
84|537
3|7789
14|5753
77|6216
77|7080
41|8866
15|5636
4|513
57|6250
76|9184
75|8346
52|485
84|5305
43|7781
89|1633
77|5637
8|6786
78|4117
82|6044
98|6863
12|2081
11|9252
73|1023
95|1834
28|4982
22|6880
81|2477
21|2254
96|9207
4|8861
93|1828
55|6231
84|4362
80|2449
29|7881
19|2668
100|4030
44|301
10|7363
17|1647
41|7457
18|2149
27|9666
98|3750
99|304
4|5605
31|9511
86|9705
5|1626
27|339
22|4319
25|2796
92|5943
99|3689
54|585
38|1997
59|8666
71|3682
92|599
61|2467
90|6109
64|2748
10|2229
38|6827
26|7841
81|6287
96|7845
92|9845
63|1473
52|4819
85|7609
57|5074
99|8540
47|7864
83|7475
70|8090
76|8149
60|5691
19|7855
66|2760
32|3290
32|8793
95|8414
38|859
27|2876
76|2116
28|5405
65|7041
45|5042
18|5523
15|4257
4|1772
47|4993
88|5138
37|8969
63|1324
36|447
35|4842
12|8206
22|6532
75|8235
21|6393
5|1350
93|4286
73|7499
12|6386
40|8565
32|7661
96|2207
32|6551
96|776
12|2698
51|1593
20|4896
35|9789
77|1958
4|7388
47|6128
65|3507
49|8643
71|2968
24|1149
90|4783
6|6314
56|6541
78|9544
88|1708
75|4035
79|5109
61|8816
73|2299
55|9625
19|502
75|7863
36|6064
19|3512
45|7133
77|7219
70|3193
60|1718
50|3234
77|6651
55|3959
1|1520
66|1881
40|416
55|9025
21|8783
74|162
45|2797
54|7076
26|6887
91|6065
98|6358
52|4715
28|9835
10|6696
4|6099
82|1991
79|5790
19|4700
59|1445
24|5433
9|19
34|1198
18|1220
96|2609
45|2439
79|5756
24|9242
54|552
94|9332
63|7214
44|1573
29|5379
90|2423
6|3786
7|6743
22|3138
54|8816
36|1003
33|3215
48|8445
35|8037
10|3013
2|4776
38|8685
98|8793
18|2979
51|4407
17|3363
18|6158
48|3844
10|2857
97|2408
44|1628
89|4209
82|8022
34|3025
49|4640
7|6482
10|7570
21|7010
5|7540
19|5363
30|8365
47|7855
17|3037
18|3898
86|1561
97|5284
21|7604
53|9325
11|3115
84|2420
56|7611
51|8743
9|510
52|7039
80|1993
95|4788
31|1688
71|4828
29|7622
87|4176
32|329
17|8489
45|2138
43|7206
54|8778
56|7157
10|9433
53|7922
93|207
3|8163
66|1733
26|1754
93|2063
53|603
41|6718
68|1455
61|6280
25|9714
32|7832
47|3308
72|533
21|2998
68|8521
78|3268
10|2686
14|1607
55|5494
35|2369
48|7279
54|2214
53|3425
2|3820
1|4731
52|7654
37|7092
41|724
85|7500
40|5208
14|5017
69|2677
28|2841
13|3292
37|2921
18|7623
66|5299
57|3563
2|4223
36|3066
94|1344
15|3687
2|8380
54|8043
55|2914
7|6975
54|5418
7|8204
21|3193
7|6849
90|8348
6|9038
45|6588
73|6801
32|6761
89|9435
94|5275
33|9715
27|4518
4|2571
40|1794
97|2453
9|6596
45|1916
85|1741
4|869
36|8636
63|8713
32|2797
64|6017
25|13
43|2884
89|1068
57|458
66|703
57|1621
27|8546
23|6051
82|3789
78|2551
40|3990
9|1851
61|9160
13|1961
11|5807
33|2590
72|4559
34|4578
82|3884
58|6905
66|4293
49|8151
60|9560
16|9638
56|3356
80|7947
26|3149
65|8269
29|6707
23|9493
79|5752
8|8224
20|2119
42|5039
50|3937
37|1076
71|1847
79|5658
99|4328
50|4367
9|8927
92|5047
61|8126
40|4681
38|920
82|834
7|6495
27|8169
35|8056
35|8354
9|2318
78|6981
67|113
28|6433
52|6072
18|5475
96|7645
36|4724
49|594
39|4015
64|9169
32|8500
61|6655
74|9351
89|1753
56|9371
42|983
68|2406
18|1295
44|2419
98|3815
36|4716
73|5281
64|8669
84|2409
32|970
39|784
65|2652
54|7196
5|4628
6|2620
72|8402
29|327
38|8553
24|7593
83|2293
51|7422
4|5729
57|3015
51|6429
24|8558
62|6914
4|6744
20|7828
35|809
100|2849
22|3261
63|8040
28|418
33|9587
34|6456
71|3480
20|2999
25|7668
94|4981
20|5330
33|6027
22|4563
54|4351
42|6213
71|719
53|5454
70|9941
68|674
63|8571
95|670
72|4952
58|2009
98|9817
99|1113
48|2796
56|8530
28|1509
6|5040
93|5250
51|3728
33|922
13|3873
31|2476
41|6671
1|6759
7|8187
58|3740
21|8103
6|9150
30|5872
23|638
12|2716
30|2700
25|1226
63|4576
81|6579
94|9819
88|9660
93|9470
65|3664
58|4287
28|6025
19|7883
38|6451
1|6132
31|5540
36|1859
9|5285
99|7604
23|3546
77|4645
83|5407
90|9356
6|5103
28|2448
75|3968
34|4110
43|5262
7|1014
36|2673
25|7645
91|4350
1|4050
54|1776
95|1980
69|3327
22|3177
19|1332
35|8732
70|3262
34|6304
38|3893
67|2257
74|9549
30|3959
98|6295
4|6064
38|3334
73|4444
95|9492
43|7348
12|4014
42|5802
70|6711
29|296
72|3893
46|5167
67|5163
100|2944
73|3048
60|2784
25|2328
99|2329
90|1396
34|5286
56|9439
68|3609
2|4188
41|1565
37|3926
58|4839
11|402
20|602
23|6771
71|5120
69|2255
42|1470
69|8262
73|8081
67|8877
29|8740
94|8661
31|9297
41|2502
11|3475
79|1829
89|7064
33|6819
92|2663
3|2599
74|2485
13|8647
58|6955
39|9369
97|5713
28|4000
8|769
94|944
40|6593
47|791
9|3434
51|6695
17|8992
99|4317
5|2071
81|9986
23|8002
91|8985
68|9607
5|8170
3|9755
36|7734
80|5527
92|1315
66|2126
100|1278
74|7124
95|6109
96|1367
46|3865
35|5304
59|4048
33|1820
41|4832
29|6570
73|7992
39|1879
57|8829
80|9092
56|6477
57|2242
38|1610
18|5763
98|4063
22|420
74|7457
1|621
23|3220
29|8808
61|9507
22|2793
35|6196
71|7634
47|7244
40|9037
24|7321
32|8113
81|3441
46|5264
55|5165
80|6020
6|6601
18|6094
97|4345
16|1951
50|5211
18|333
69|441
69|720
89|4104
13|4813
20|1821
24|1361
78|1125
43|6676
76|5844
93|4956
86|3557
92|8136
54|6285
64|5073
43|2633
46|9144
32|6760
62|7148
52|3727
40|7
17|9827
60|377
55|9119
5|6949
94|9033
64|6411
70|9270
61|6528
27|5790
63|7127
86|4215
30|8016
22|5676
21|3627
57|2384
56|8927
26|4712
80|9899
7|1855
59|80
34|4132
4|89
49|7523
86|8466
92|7062
38|9919
75|2149
12|8407
58|5492
1|1140
20|4714
98|1417
46|8694
99|6934
12|3925
55|787
65|9148
99|8372
34|973
90|7098
56|8357
90|4195
84|3211
35|8150
94|3415
96|9081
5|6460
49|3712
94|3963
5|6806
9|8538
17|4590
61|9812
50|6478
89|2139
60|8291
67|3669
65|8900
50|2883
22|6113
27|3447
52|4180
78|7380
16|6356
58|3247
31|172
74|9316
2|2247
11|3195
16|382
21|3563
44|3952
70|4832
4|177
12|3492
41|677
22|4258
68|5373
53|2231
81|4802
62|1250
14|6162
32|457
67|2156
97|1486
79|3179
86|4694
52|685
72|589
44|7840
58|5243
33|2381
99|649
53|1390
79|7529
88|1651
84|7902
80|6892
42|6348
44|6003
12|3244
98|2909
20|8819
33|9923
7|2399
77|7236
47|8595
52|2898
52|4666
34|3468
33|1455
46|3450
67|8204
97|4571
100|9448
36|5522
39|6486
10|3180
8|924
66|4224
74|1842
48|9850
25|2519
10|3276
22|5985
34|9953
73|6015
48|919
16|1509
12|1840
70|4467
62|5404
46|7608
24|2432
80|1359
3|6172
78|2705
44|1233
51|1251
10|4771
76|5337
11|3828
13|6179
59|5648
91|4623
6|9586
94|8104
80|6748
99|1151
92|7641
49|8438
61|4510
62|1855
70|7582
85|9571
54|2712
66|2223
43|5036
89|3789
28|2852
99|2805
20|2959
78|2646
11|7913
24|5752
5|6494
2|3226
47|3950
91|6239
5|589
1|3679
9|825
65|5185
44|2723
74|591
7|9078
98|1170
76|7405
50|7779
44|2241
58|272
2|424
18|5807
25|8826
78|9968
91|9036
12|5539
87|8596
72|634
98|8245
27|4270
90|8938
38|2123
43|5089
9|6336
1|4971
45|1482
74|7664
2|2105
97|3703
14|1823
66|1255
21|1174
27|2777
16|4132
68|7507
47|6084
4|266
24|938
67|624
29|4190
44|8282
60|1298
28|9989
26|3837
84|7
79|9694
60|8898
7|9824
50|7035
32|9777
20|4770
57|4225
25|4864
11|2029
100|7559
18|1576
65|4237
63|347
71|1839
64|6173
19|8860
96|2816
9|2165
30|440
73|2361
23|3561
43|84
67|3109
8|7684
42|3567
54|7143
96|5118
56|5116
88|5658
63|8888
13|4609
90|2605
43|4574
45|9281
19|5978
53|1243
58|5752
85|3618
29|7639
49|838
32|6432
48|1674
13|2404
47|8865
92|8467
46|4789
39|430
24|6750
87|8630
1|6461
46|2170
40|5141
91|9648
88|9121
24|9426
60|8930
80|3402
100|8283
65|6397
62|387
27|3038
32|252
44|5528
40|2759
46|3750
52|4188
8|7853
3|4177
29|3609
34|9834
53|5988
42|692
69|9494
78|5363
83|3570
94|8708
100|3372
92|497
49|8257
10|6726
20|2981
15|4434
39|5970
4|9089
73|9027
90|9831
16|2303
38|3988
72|6713
32|3634
41|6011
45|3884
39|261
24|7774
67|7328
90|8696
33|6074
53|527
45|5439
33|342
93|1475
23|9192
16|9034
84|6847
22|4360
55|2784
38|8807
7|8704
76|8748
97|1304
86|3712
47|583
30|8825
90|875
78|8819
50|3077
70|2786
73|1613
21|4193
59|3413
47|8711
33|5240
56|5999
84|4577
87|1683
36|8014
40|1183
92|2066
75|3708
73|4775
86|8307
65|5128
70|3425
100|7521
49|8015
47|5383
20|5426
61|5697
66|5157
94|6583
98|8838
37|4803
10|4198
67|2275
45|7454
89|2442
72|1837
41|9268
56|1970
33|1968
45|4644
74|6805
28|9528
40|9225
16|8689
78|3785
63|864
10|3750
78|7522
46|9492
3|15
42|1115
33|9926
91|4632
27|3095
85|8883
45|5101
62|9909
41|1205
90|6768
26|9298
38|5449
59|3948
96|5554
55|8286
98|1855
46|339
39|5006
70|5686
26|5103
12|7501
78|5660
59|2596
23|8742
66|1683
1|3389
43|7295
28|3070
71|5832
30|709
95|5435
19|7062
12|7596
29|6669
71|6518
78|8514
72|3277
100|6192
52|4795
8|9190
90|6960
72|6085
30|890
31|3754
34|1646
92|8834
88|4154
6|5248
84|6213
41|6320
7|470
56|8630
2|7464
7|9626
74|1485
82|5854
85|4375
32|1188
64|8113
62|272
100|3767
48|8316
47|4447
2|6518
29|5238
99|2680
26|5169
80|1808
79|3078
40|7975
78|8929
42|7194
1|5024
99|8839
44|2076
84|2551
51|9543
25|5135
16|8091
17|894
36|2765
12|2959
9|3843
18|2265
31|1832
68|7752
56|9134
37|535
3|4252
16|3616
89|2560
99|254
73|1236
44|662
9|8786
69|1866
35|2366
99|257
26|5983
32|2131
84|4752
34|7017
64|4739
38|5860
80|7574
55|9674
90|7662
86|7188
46|2622
85|1815
98|2741
81|3849
84|6636
41|8775
11|812
37|1777
57|1293
60|4300
34|8609
100|3522
79|5891
96|1070
44|2369
80|9110
10|147
9|5026
54|733
19|2584
20|2499
23|8303
48|1361
95|4899
53|3486
59|4999
36|7017
54|5902
73|5023
10|5552
59|7172
14|3474
81|5068
100|6679
45|5109
62|1580
13|9771
26|4977
61|6479
28|7845
52|1504
48|579
14|948
22|2644
76|3347
64|9959
57|5239
79|4179
55|8563
98|9192
83|5320
28|5234
16|3441
21|4806
83|1487
83|5269
95|9841
46|2540
47|1498
47|7725
83|910
92|1807
25|3393
51|2829
97|8154
2|3061
58|52
46|3039
59|3251
59|5519
74|735
94|2396
80|6788
25|5942
32|8533
1|5591
3|3209
9|9265
27|5553
55|1995
9|4937
38|1746
20|6472
35|751
75|1151
58|9200
2|9532
83|1684
60|5656
58|6584
49|4388
58|9941
3|7965
33|8572
42|8535
46|959
15|8158
72|6127
65|4686
67|2591
72|2211
93|4681
46|2781
73|8036
14|9594
40|6950
10|1224
96|6564
28|8239
50|7095
14|79
71|6831
67|2723
63|3483
44|3870
76|1330
89|9749
59|89
26|608
2|5315
14|7734
86|1997
36|2104
63|5238
8|724
58|3668
18|5802
97|4618
73|9306
24|5498
47|2628
20|6226
26|2101
46|1144
38|9982
70|7031
23|3607
84|4675
69|1355
23|1517
6|7442
54|9491
28|7520
4|7438
35|1515
77|4971
92|3357
68|7936
98|2352
100|6395
99|7988
33|6880
24|9078
55|6496
73|6681
64|8762
20|6943
88|1115
80|1661
1|6587
73|6666
57|385
32|7445
68|6347
67|4579
80|1304
52|1938
92|3110
97|4468
1|5342
52|6138
52|2060
52|8745
28|8289
63|1246
39|588
20|5430
28|9961
19|7294
14|2079
42|4819
95|1709
35|2359
66|9970
67|2366
77|949
95|342
20|684
75|2259
19|9713
22|6981
23|7768
23|4469
50|7813
83|6178
79|7303
61|8351
38|7357
15|6534
86|2245
4|6096
55|2883
16|9465
79|5973
42|6811
66|6414
98|2142
55|2321
88|5070
35|3090
52|6339
24|3472
9|7045
80|4340
35|4976
47|1316
12|7123
73|6265
35|5770
81|9712
38|8290
84|336
83|5203
61|9312
59|1563
59|3967
42|2326
45|9625
18|5517
93|4717
35|3772
89|9706
58|53
65|2132
93|4768
25|4718
28|7251
50|9849
71|7571
74|3733
65|4019
49|9952
63|8183
45|2405
68|7663
67|1144
31|4258
66|5365
7|9199
3|8608
68|1634
81|7806
26|2523
22|852
32|2234
34|2520
77|2196
94|7198
76|1336
65|1344
65|9061
10|7551
50|6227
38|7112
16|5696
4|7682
46|8921
98|617
76|7172
24|725
89|4440
93|6352
51|46
36|564
15|2909
1|3024
79|5036
75|4281
81|5063
21|4979
8|790
22|9179
30|2343
59|7059
61|7213
4|6299
94|4541
32|6816
29|1538
24|5544
68|8517
79|4036
71|1919
92|5103
21|8082
94|4183
20|2498
59|6430
41|9153
11|7698
98|6521
85|9620
16|7049
17|6008
70|4742
45|2143
25|4591
6|4203
54|2410
60|2117
93|3244
7|8935
51|9266
28|169
17|6655
31|7358
70|1013
57|2405
37|6443
15|1457
41|1955
98|1277
44|8058
94|5931
64|9596
29|4849
87|7520
86|5672
87|6807
99|791
13|7177
59|4021
11|3045
3|5333
37|6892
83|3734
21|7162
53|6650
46|1834
67|3560
5|1115
65|581
12|1924
6|5201
31|6919
62|4998
72|4772
3|7162
69|6157
10|4002
11|735
87|5958
76|3706
6|840
12|8879
31|78
88|144
11|3999
5|8427
46|2618
12|5805
30|8741
25|6877
59|2349
52|771
61|9956
30|4539
40|779
37|8307
85|3991
90|5369
38|4202
25|5450
46|9415
3|6736
75|7548
84|659
54|4269
53|2819
51|332
86|9122
26|3051
74|7743
32|3817
91|3847
45|6759
95|7246
89|8065
53|3393
27|695
75|8114
20|9484
36|2542
47|7464
94|51
41|676
13|8385
3|8261
6|5974
12|5598
8|1060
66|5983
68|2769
87|4649
34|670
17|2880
58|7575
59|4024
25|7848
68|2328
69|4977
19|3019
47|9734
22|4153
82|9897
71|6827
28|2787
58|7076
96|1303
12|7587
20|4701
93|7698
17|7446
25|7728
55|7237
78|121
97|1904
64|935
56|2110
100|2476
40|3225
10|4613
11|996
19|8155
14|1861
26|4936
67|6196
59|7093
36|520
76|3384
17|2071
16|5432
95|4682
3|3817
33|9341
79|2095
1|8822
49|9811
37|8233
51|3179
25|7279
68|7032
13|222
88|1518
16|4232
33|6194
46|1839
44|4064
59|1458
83|714
51|4987
14|5068
85|2930
45|9837
24|235
69|2024
5|6800
81|9849
74|9276
58|4013
95|1615
80|3901
57|2149
22|1092
29|7677
72|8590
47|2246
46|2951
36|4142
35|3881
51|9392
44|6060
64|8329
24|1473
55|1473
21|7439
100|6295
33|7485
66|7121
65|5710
36|1847
32|126
45|3188
33|8512
79|237
94|9803
93|6443
14|1601
34|4068
7|7690
57|429
87|9777
84|7685
46|3431
39|2461
61|7677
87|9347
19|5706
72|8722
68|73
89|6566
100|3200
10|7078
54|4912
85|3334
66|1047
86|3747
27|3770
1|6130
6|950
25|7429
58|6311
88|1289
60|6016
16|3716
99|2932
82|7270
23|1462
43|306
99|8206
87|2876
22|3770
17|3589
71|2402
8|5583
8|612
79|9259
12|8629
84|8908
89|6723
4|9663
37|7085
32|4428
4|9022
69|3023
47|2615
55|9125
17|2143
87|8570
62|3631
4|4989
99|3978
26|3346
57|2304
37|8903
28|6471
1|5251
61|452
72|9439
52|4949
52|1024
27|954
48|9428
9|7012
9|1171
69|5243
24|7767
8|7428
53|7032
30|706
37|7146
5|9290
67|5469
63|9874
7|8262
1|8658
77|7977
81|5774
43|4594
31|1065
2|9043
77|6458
29|1738
70|9869
83|5933
95|8112
71|8618
74|8520
2|2920
83|6948
54|8898
42|9582
71|302
21|7066
9|3767
33|7309
39|4443
49|7604
92|1405
33|5411
7|6624
34|1763
48|9572
11|1701
73|3108
45|3077
78|6650
97|2413
42|4196
65|7428
28|7611
13|6882
88|530
48|7535
75|6312
63|6116
43|4996
60|4091
68|890
93|3640
97|9544
32|2375
63|7791
100|7699
97|2707
16|6896
96|6700
85|8687
61|604
65|2618
74|7165
31|3248
96|3734
76|8108
70|3850
77|3382
84|8278
53|2818
50|1248
32|5468
75|8028
5|5914
5|4257
48|9895
36|7777
37|1710
22|5465
46|2897
27|5673
90|6244
62|4627
24|8239
49|8082
53|5314
73|4132
16|8819
10|8126
32|2981
79|4932
68|8172
50|9384
54|8992
29|7970
100|8429
33|5262
35|8021
76|9355
87|2330
17|2309
4|6671
57|4020
68|9820
93|4028
30|9690
48|5343
57|1591
23|3478
77|522
15|8488
44|3769
58|4856
49|9711
99|3639
26|2837
91|7375
89|2059
34|4201
15|4191
13|686
96|3839
78|7496
78|9823
5|8622
86|4830
56|6714
7|8152
90|4501
55|5398
34|6190
64|5623
24|2022
49|6760
41|2984
67|6384
56|6589
89|5716
91|5766
65|7015
96|6027
32|4164
44|6661
70|4493
85|5519
60|6349
96|1015
61|9100
64|2595
92|4645
65|3949
97|3943
82|4713
78|2047
88|7678
58|5573
6|2162
26|5019
59|4690
86|8344
89|8828
17|7376
80|2654
30|6006
59|7441
22|98
12|2805
69|3645
46|4053
94|1684
28|2453
45|1114
35|7179
32|5709
15|2322
82|570
20|6545
81|1221
72|6138
72|4693
13|8721
48|5403
45|2204
21|3686
6|6521
39|4498
76|2232
14|9788
17|7519
15|7801
22|8124
22|2340
68|4223
32|9487
83|6697
52|3649
81|5358
76|9417
100|3357
41|4642
46|6896
56|1451
60|7226
17|9371
35|1996
22|7155
15|4337
79|6761
76|2873
6|9848
68|6246
27|5590
3|5567
32|5069
82|1773
46|6876
93|5969
67|293
16|5914
92|7091
75|5185
75|8881
13|1337
63|175
31|2476
48|3499
58|4201
2|586
16|9873
95|8412
60|6193
31|2841
99|7576
14|9523
54|8278
34|9284
85|7526
59|8986
46|2290
44|7741
98|3298
82|5195
35|9571
22|9516
39|135
50|9649
